loss,val_loss
30.069747924804688,12.481154441833496
10.005638122558594,9.109204292297363
9.125075340270996,8.961853981018066
8.916964530944824,8.731738090515137
8.57443618774414,8.459081649780273
8.286945343017578,8.292191505432129
8.134121894836426,8.193218231201172
8.027748107910156,8.142122268676758
7.931410312652588,8.097616195678711
7.8534040451049805,8.02853012084961
7.794331073760986,8.0055570602417
7.740325450897217,7.976281642913818
7.70230770111084,7.966874599456787
7.662915229797363,7.943172454833984
7.633414268493652,7.897611618041992
7.598913669586182,7.888932704925537
7.572866439819336,7.8646440505981445
7.550975322723389,7.893303394317627
7.52963924407959,7.84787130355835
7.514005184173584,7.8661909103393555
7.4990668296813965,7.836084365844727
7.488248348236084,7.875969409942627
7.478081226348877,7.8277587890625
7.456541538238525,7.827760219573975
7.441291332244873,7.8371710777282715
7.432229518890381,7.8228440284729
7.429393768310547,7.836946487426758
7.408026218414307,7.902778148651123
7.413979530334473,7.841526508331299
7.39547872543335,7.828047275543213
