loss,val_loss
13.935613632202148,7.747269153594971
8.593502044677734,7.675114154815674
8.339749336242676,7.633373260498047
8.271077156066895,7.624597549438477
8.151324272155762,7.541989803314209
8.094173431396484,8.019431114196777
8.094141960144043,7.762444019317627
7.985305309295654,8.03306770324707
7.957787990570068,7.970448017120361
7.895142078399658,7.485435962677002
7.786150932312012,7.434234619140625
7.777276515960693,7.431262016296387
7.750209331512451,7.458558559417725
7.743112564086914,7.491006851196289
7.738868236541748,7.479238986968994
7.704476833343506,7.52739143371582
7.731589317321777,7.455083847045898
