accuracy,loss,val_accuracy,val_loss
0.889453113079071,0.3077200949192047,0.9196875095367432,0.24162210524082184
0.9160937666893005,0.2520095109939575,0.9206249713897705,0.24111071228981018
0.9185937643051147,0.24522268772125244,0.921875,0.2378920167684555
0.9192187786102295,0.24029403924942017,0.9212499856948853,0.237742617726326
0.9210156202316284,0.23642069101333618,0.9196875095367432,0.23804891109466553
0.9209374785423279,0.2374649941921234,0.9206249713897705,0.23832173645496368
0.921875,0.23539291322231293,0.9221875071525574,0.23550862073898315
0.9211719036102295,0.2355022430419922,0.9221875071525574,0.23581071197986603
0.9217968583106995,0.2341291606426239,0.9203125238418579,0.2367197871208191
0.9219531416893005,0.2337297797203064,0.9209374785423279,0.23631641268730164
0.923046886920929,0.231734961271286,0.9206249713897705,0.233914315700531
0.9216406345367432,0.22983771562576294,0.9228125214576721,0.23365750908851624
0.9220312237739563,0.2308855801820755,0.9209374785423279,0.23854665458202362
0.9222656488418579,0.23065902292728424,0.9212499856948853,0.2318742424249649
0.9229687452316284,0.23027250170707703,0.9215624928474426,0.23460592329502106
0.9228906035423279,0.23057706654071808,0.9212499856948853,0.23142307996749878
0.9231250286102295,0.22876358032226562,0.9221875071525574,0.23166954517364502
0.9229687452316284,0.22805480659008026,0.9193750023841858,0.23441313207149506
0.9228906035423279,0.22798563539981842,0.9231250286102295,0.2313557267189026
0.9231250286102295,0.2273387908935547,0.9203125238418579,0.23141592741012573
0.9229687452316284,0.22627031803131104,0.9215624928474426,0.23266685009002686
0.9228906035423279,0.2255386859178543,0.9209374785423279,0.23092064261436462
0.9235937595367432,0.22722841799259186,0.9209374785423279,0.23190994560718536
0.9235156178474426,0.22601372003555298,0.921875,0.23047366738319397
0.9233593940734863,0.22645659744739532,0.9206249713897705,0.22939975559711456
0.9240624904632568,0.22409945726394653,0.9221875071525574,0.23008671402931213
0.9227343797683716,0.22526639699935913,0.9200000166893005,0.22891336679458618
0.9240624904632568,0.22469550371170044,0.9212499856948853,0.23067496716976166
0.9227343797683716,0.22581671178340912,0.9193750023841858,0.22799436748027802
0.9232031106948853,0.22347429394721985,0.9209374785423279,0.22776319086551666
0.9232031106948853,0.22339418530464172,0.9196875095367432,0.22751325368881226
0.922656238079071,0.22457142174243927,0.9196875095367432,0.2278224378824234
0.923828125,0.22149333357810974,0.9200000166893005,0.22715745866298676
0.9233593940734863,0.22218269109725952,0.9200000166893005,0.22878393530845642
0.9234374761581421,0.2210451364517212,0.9209374785423279,0.22592578828334808
0.9239843487739563,0.2221979945898056,0.9221875071525574,0.22648826241493225
0.9231250286102295,0.22164112329483032,0.921875,0.22742930054664612
0.9232031106948853,0.2222951054573059,0.9215624928474426,0.22616247832775116
0.9240624904632568,0.22126106917858124,0.9203125238418579,0.2261885106563568
0.9234374761581421,0.22072070837020874,0.9196875095367432,0.2256607860326767
0.9240624904632568,0.21988216042518616,0.9203125238418579,0.22645355761051178
0.9232812523841858,0.22064247727394104,0.9193750023841858,0.22632235288619995
0.9240624904632568,0.2206929326057434,0.9221875071525574,0.22721588611602783
0.9239843487739563,0.22056829929351807,0.9206249713897705,0.2251480519771576
0.9236719012260437,0.21834972500801086,0.9209374785423279,0.2258753776550293
0.9241406321525574,0.22014731168746948,0.9206249713897705,0.22581404447555542
0.9235937595367432,0.2203359603881836,0.9196875095367432,0.22425663471221924
0.9245312213897705,0.2200315296649933,0.9203125238418579,0.22409234941005707
0.9231250286102295,0.21880315244197845,0.9196875095367432,0.2256181538105011
0.9239843487739563,0.2183883637189865,0.9196875095367432,0.224159374833107
0.9235156178474426,0.21904346346855164,0.9203125238418579,0.22360242903232574
0.9235156178474426,0.21865615248680115,0.9221875071525574,0.22443561255931854
0.9247656464576721,0.2196422517299652,0.921875,0.22409167885780334
0.9246875047683716,0.21807314455509186,0.9209374785423279,0.2237834483385086
0.9242968559265137,0.21835045516490936,0.9209374785423279,0.2248942255973816
0.9235156178474426,0.21726876497268677,0.9206249713897705,0.22325360774993896
0.9241406321525574,0.2184533327817917,0.921875,0.22299158573150635
0.9239062666893005,0.2191307693719864,0.9203125238418579,0.2228606790304184
0.9239843487739563,0.21651920676231384,0.9203125238418579,0.22378933429718018
0.9236719012260437,0.21825441718101501,0.9221875071525574,0.2241811901330948
