loss,val_loss
35.909278869628906,9.75036907196045
10.628231048583984,8.053154945373535
9.943307876586914,7.935013294219971
9.719934463500977,7.806093692779541
9.615342140197754,7.683077335357666
9.54016399383545,7.644964218139648
9.539899826049805,7.637963771820068
9.439879417419434,7.746590614318848
9.481837272644043,7.702512741088867
9.355229377746582,7.651376724243164
9.395465850830078,7.610290050506592
9.383103370666504,7.575833320617676
9.21805191040039,7.563790798187256
9.460370063781738,7.5474443435668945
9.327506065368652,7.578824043273926
9.336316108703613,7.5937957763671875
9.289748191833496,7.61224365234375
9.255960464477539,7.562766075134277
9.212597846984863,7.542884349822998
9.267745018005371,7.612232208251953
9.268611907958984,7.540379524230957
9.179305076599121,7.537858486175537
9.237072944641113,7.534903049468994
9.213861465454102,7.575572967529297
9.20880126953125,7.588781833648682
9.222397804260254,7.569185256958008
9.101140975952148,7.54434061050415
9.068735122680664,7.631967067718506
