loss,val_loss
32.23643493652344,8.87794017791748
10.715385437011719,8.086446762084961
10.11748218536377,7.920063495635986
9.916762351989746,7.834962844848633
9.821158409118652,8.009705543518066
9.675034523010254,7.833056449890137
9.660523414611816,7.7553629875183105
9.632450103759766,7.797824859619141
9.5114107131958,7.838547229766846
9.500162124633789,7.771613121032715
9.389763832092285,7.759702682495117
9.460633277893066,7.702915668487549
9.362043380737305,7.695135593414307
9.508325576782227,7.7571120262146
9.353543281555176,7.712691783905029
9.3370943069458,7.77296257019043
9.268680572509766,7.696569442749023
9.300558090209961,7.653473377227783
9.206186294555664,7.657567977905273
9.293135643005371,7.679134368896484
9.252593040466309,7.754155158996582
9.212051391601562,7.644618034362793
9.22769546508789,7.633337020874023
9.162212371826172,7.659149169921875
9.170624732971191,7.636883735656738
9.226994514465332,7.629209041595459
9.300174713134766,7.6372971534729
9.245182037353516,7.653171539306641
9.182077407836914,7.658205986022949
9.216445922851562,7.759843826293945
9.204939842224121,7.641768932342529
