accuracy,loss,val_accuracy,val_loss
0.4896875023841858,1.3150269985198975,0.5337499976158142,1.1751232147216797
0.512890636920929,1.210463523864746,0.5412499904632568,1.1513473987579346
0.5210156440734863,1.1730653047561646,0.5415624976158142,1.1292223930358887
0.5257031321525574,1.1538593769073486,0.5412499904632568,1.117415189743042
0.5258593559265137,1.141472339630127,0.5378124713897705,1.1116318702697754
0.5303124785423279,1.1296583414077759,0.5371875166893005,1.1018128395080566
0.5310937762260437,1.1164484024047852,0.5393750071525574,1.0949233770370483
0.5342187285423279,1.1096199750900269,0.5365625023841858,1.0914695262908936
0.5360937714576721,1.1028114557266235,0.5400000214576721,1.0868124961853027
0.5317187309265137,1.0984351634979248,0.5353124737739563,1.0823392868041992
0.5360156297683716,1.0922906398773193,0.5387499928474426,1.0791856050491333
0.5334374904632568,1.0889180898666382,0.5371875166893005,1.0753706693649292
0.534375011920929,1.083105206489563,0.5368750095367432,1.0744643211364746
0.537109375,1.0831332206726074,0.5378124713897705,1.0715385675430298
0.5335937738418579,1.0797041654586792,0.5356249809265137,1.067183017730713
0.5383594036102295,1.0784090757369995,0.5353124737739563,1.0655651092529297
0.5353124737739563,1.075512409210205,0.5328124761581421,1.0656166076660156
0.5380468964576721,1.072239875793457,0.5365625023841858,1.068662166595459
0.5330469012260437,1.070662021636963,0.5353124737739563,1.064133882522583
0.5346875190734863,1.0702613592147827,0.5387499928474426,1.059482455253601
0.5317968726158142,1.0678635835647583,0.5371875166893005,1.0593222379684448
0.536328136920929,1.0685598850250244,0.5387499928474426,1.0588977336883545
0.5360156297683716,1.0661475658416748,0.5378124713897705,1.056990385055542
0.5330469012260437,1.0667145252227783,0.5365625023841858,1.0606865882873535
0.5348437428474426,1.0642783641815186,0.5415624976158142,1.05795156955719
0.534375011920929,1.0652321577072144,0.5381249785423279,1.056524634361267
0.5368750095367432,1.0643788576126099,0.535937488079071,1.0563353300094604
0.5364062786102295,1.063462257385254,0.5353124737739563,1.0573707818984985
0.5357812643051147,1.063671350479126,0.5325000286102295,1.0569658279418945
0.5344531536102295,1.058725357055664,0.5337499976158142,1.0551435947418213
0.5358593463897705,1.062139630317688,0.5337499976158142,1.0528687238693237
0.5338281393051147,1.061729073524475,0.5325000286102295,1.0550428628921509
0.5326562523841858,1.062828540802002,0.5384374856948853,1.054580807685852
0.5352343916893005,1.0647393465042114,0.5334374904632568,1.0543402433395386
0.5353124737739563,1.0621299743652344,0.5334374904632568,1.0537018775939941
0.5330469012260437,1.0624172687530518,0.5365625023841858,1.0543898344039917
