loss,val_loss
38.21613311767578,19.339513778686523
11.097496032714844,9.262248992919922
9.376694679260254,9.269471168518066
9.355191230773926,9.228639602661133
9.339941024780273,9.225332260131836
9.324995040893555,9.21337604522705
9.313170433044434,9.209639549255371
9.296540260314941,9.203603744506836
9.284078598022461,9.242605209350586
9.275335311889648,9.181321144104004
9.269328117370605,9.18423843383789
9.26323127746582,9.16978931427002
9.246939659118652,9.161221504211426
9.242441177368164,9.158570289611816
9.231986999511719,9.17870044708252
9.222750663757324,9.134626388549805
9.21501636505127,9.122878074645996
9.201742172241211,9.110213279724121
9.1879243850708,9.106098175048828
9.177655220031738,9.092995643615723
9.169108390808105,9.0868501663208
9.158778190612793,9.071869850158691
9.152695655822754,9.062454223632812
9.14056396484375,9.070978164672852
9.12746810913086,9.043953895568848
9.123427391052246,9.043664932250977
9.112027168273926,9.032999038696289
9.104076385498047,9.018348693847656
9.099882125854492,9.028231620788574
9.097071647644043,9.013507843017578
